participant_id,day,session_type,session_index,session_label,trial_id,target_word,typed_text,start_time,end_time,duration_ms,num_characters_typed,target_length,error_count,character_error_rate,event_log_file,run_dir,wpm,entry_seconds,accuracy,errors_per_phrase,has_error
P01,2,experiment,3,experiment_3,trial_003,snore,snorl,1780633988670,1780633997618,8948,5,5,1,0.2,experiment_3/trial_003_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,6.822057987492895,7.036,0.8,1.0,1.0
P01,2,experiment,3,experiment_3,trial_004,toast,toast,1780633997619,1780634007419,9800,5,5,0,0.0,experiment_3/trial_004_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,5.713605523152006,8.401,1.0,0.0,0.0
P01,2,experiment,3,experiment_3,trial_005,stare,stere,1780634007420,1780634013951,6531,5,5,1,0.2,experiment_3/trial_005_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,9.825997952917094,4.885,0.8,1.0,1.0
P01,2,experiment,3,experiment_3,trial_006,least,llasn,1780634013952,1780634020285,6333,5,5,2,0.4,experiment_3/trial_006_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,11.339475549255848,4.233,0.6,2.0,1.0
P01,2,experiment,3,experiment_3,trial_007,alone,alone,1780634020286,1780634027585,7299,5,5,0,0.0,experiment_3/trial_007_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,9.316770186335404,5.152,1.0,0.0,0.0
P01,2,experiment,3,experiment_3,trial_008,slate,slete,1780634027586,1780634034405,6819,5,5,1,0.2,experiment_3/trial_008_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,8.88888888888889,5.4,0.8,1.0,1.0
P01,2,experiment,3,experiment_3,trial_009,stone,snone,1780634034406,1780634045870,11464,5,5,1,0.2,experiment_3/trial_009_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,6.054490413723512,7.928,0.8,1.0,1.0
P01,2,experiment,3,experiment_3,trial_010,later,later,1780634045872,1780634053421,7549,5,5,0,0.0,experiment_3/trial_010_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,8.650207244548566,5.549,1.0,0.0,0.0
P01,2,experiment,4,experiment_4,trial_001,stare,stasl,1780634055006,1780634063807,8801,5,5,2,0.4,experiment_4/trial_001_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,7.289293849658314,6.585,0.6,2.0,1.0
P01,2,experiment,4,experiment_4,trial_002,alone,alone,1780634063808,1780634073222,9414,5,5,0,0.0,experiment_4/trial_002_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,7.422297819700017,6.467,1.0,0.0,0.0
P01,2,experiment,4,experiment_4,trial_003,later,rater,1780634073224,1780634082123,8899,5,5,1,0.2,experiment_4/trial_003_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,6.416254511428953,7.481,0.8,1.0,1.0
P01,2,experiment,4,experiment_4,trial_004,learn,learn,1780634082124,1780634096840,14716,5,5,0,0.0,experiment_4/trial_004_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,4.016736401673641,11.95,1.0,0.0,0.0
P01,2,experiment,4,experiment_4,trial_005,least,llast,1780634096841,1780634107259,10418,5,5,1,0.2,experiment_4/trial_005_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,5.647723261560184,8.499,0.8,1.0,1.0
P01,2,experiment,4,experiment_4,trial_006,alert,alrrt,1780634107260,1780634134326,27066,5,5,1,0.2,experiment_4/trial_006_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,2.43605359317905,19.704,0.8,1.0,1.0
P01,2,experiment,4,experiment_4,trial_007,stone,stone,1780634134329,1780634145560,11231,5,5,0,0.0,experiment_4/trial_007_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,5.475076993270219,8.767,1.0,0.0,0.0
P01,2,experiment,4,experiment_4,trial_008,toast,toast,1780634145561,1780634170462,24901,5,5,0,0.0,experiment_4/trial_008_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,2.8801152046081846,16.666,1.0,0.0,0.0
P01,2,experiment,4,experiment_4,trial_009,slate,slate,1780634170464,1780634177195,6731,5,5,0,0.0,experiment_4/trial_009_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,10.468920392584515,4.585,1.0,0.0,0.0
P01,2,experiment,4,experiment_4,trial_010,snore,snore,1780634177196,1780634183162,5966,5,5,0,0.0,experiment_4/trial_010_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,10.906612133606,4.401,1.0,0.0,0.0
P01,2,experiment,5,experiment_5,trial_001,snore,snore,1780634185084,1780634193416,8332,5,5,0,0.0,experiment_5/trial_001_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,7.724493080141615,6.214,1.0,0.0,0.0
P01,2,experiment,5,experiment_5,trial_002,stare,strse,1780634193417,1780634201848,8431,5,5,2,0.4,experiment_5/trial_002_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,7.329363261566652,6.549,0.6,2.0,1.0
P01,2,experiment,5,experiment_5,trial_003,later,lates,1780634201849,1780634208098,6249,5,5,1,0.2,experiment_5/trial_003_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,10.09888491479066,4.753,0.8,1.0,1.0
P01,2,experiment,5,experiment_5,trial_004,least,least,1780634208099,1780634213031,4932,5,5,0,0.0,experiment_5/trial_004_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,13.820904117477685,3.473,1.0,0.0,0.0
P01,2,experiment,5,experiment_5,trial_005,slate,slate,1780634213032,1780634223235,10203,5,5,0,0.0,experiment_5/trial_005_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,5.506481587702191,8.717,1.0,0.0,0.0
P01,2,experiment,5,experiment_5,trial_006,alone,alone,1780634223236,1780634233884,10648,5,5,0,0.0,experiment_5/trial_006_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,5.74712643678161,8.352,1.0,0.0,0.0
P01,2,experiment,5,experiment_5,trial_007,alert,alern,1780634233885,1780634241716,7831,5,5,1,0.2,experiment_5/trial_007_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,7.935195900148784,6.049,0.8,1.0,1.0
P01,2,experiment,5,experiment_5,trial_008,stone,stone,1780634241717,1780634248367,6650,5,5,0,0.0,experiment_5/trial_008_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,10.353753235547886,4.636,1.0,0.0,0.0
P01,2,experiment,5,experiment_5,trial_009,toast,toast,1780634248368,1780634259252,10884,5,5,0,0.0,experiment_5/trial_009_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,7.330482590103848,6.548,1.0,0.0,0.0
P01,2,experiment,5,experiment_5,trial_010,learn,learn,1780634259253,1780634270435,11182,5,5,0,0.0,experiment_5/trial_010_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_2,5.74712643678161,8.352,1.0,0.0,0.0
P01,3,experiment,1,experiment_1,trial_001,stone,stona,1780728495383,1780728502381,6998,5,5,1,0.2,experiment_1/trial_001_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_3,9.342156481121059,5.138,0.8,1.0,1.0
P01,3,experiment,1,experiment_1,trial_002,stare,stare,1780728502382,1780728506848,4466,5,5,0,0.0,experiment_1/trial_002_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_3,16.842105263157894,2.85,1.0,0.0,0.0
P01,3,experiment,1,experiment_1,trial_003,later,later,1780728506849,1780728512115,5266,5,5,0,0.0,experiment_1/trial_003_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_3,11.425850987860036,4.201,1.0,0.0,0.0
P01,3,experiment,1,experiment_1,trial_004,toast,toast,1780728512115,1780728518031,5916,5,5,0,0.0,experiment_1/trial_004_events.csv,/Users/yejipark/Documents/GitHub/Gaze_experiments/data/P01/day_3,11.85477895776735,4.049,1.0,0.0,0.0
