participant_id,day,session_label,trial_id,input_index,target_char,selected_character,is_error,label,g1,g2,f_down,f_up,t2,t5,t7,hold_ms,offset_ms,dist_px
P01,2,experiment_3,trial_009,2.0,t,n,True,on_time,,,1780634038704.0,1780634038836.0,,,,132.0,0.0,225.89739909966337
P01,2,experiment_3,trial_009,3.0,o,o,False,late,1780634040336.0,1780634040402.0,1780634041436.0,1780634041503.0,1100.0,1034.0,66.0,67.0,117.0,613.8593566525606
P01,2,experiment_3,trial_009,4.0,n,n,False,late,,1780634041802.0,1780634042371.0,1780634042556.0,,569.0,,185.0,85.0,368.1515235177994
P01,2,experiment_3,trial_009,5.0,e,e,False,on_time,,,1780634045787.0,1780634045870.0,,,,83.0,0.0,251.23167675467943
P01,2,experiment_3,trial_010,1.0,l,l,False,on_time,1780634046653.0,1780634046802.0,1780634047805.0,1780634047873.0,1152.0,1003.0,149.0,68.0,0.0,34.37693073739522
P01,2,experiment_3,trial_010,2.0,a,a,False,on_time,1780634048219.0,1780634048286.0,1780634048822.0,1780634048904.0,603.0,536.0,67.0,82.0,0.0,157.2074526922058
P01,2,experiment_3,trial_010,3.0,t,t,False,early,1780634049653.0,1780634049805.0,1780634050255.0,1780634050323.0,602.0,450.0,152.0,68.0,-133.0,376.64165337942785
P01,2,experiment_3,trial_010,4.0,e,e,False,on_time,1780634051170.0,1780634051237.0,1780634052073.0,1780634052154.0,903.0,836.0,67.0,81.0,0.0,181.1701637225249
P01,2,experiment_3,trial_010,5.0,r,r,False,on_time,,1780634052537.0,1780634053354.0,1780634053421.0,,817.0,,67.0,0.0,347.69035757310814
P01,2,experiment_4,trial_001,1.0,s,s,False,on_time,1780634055693.0,1780634055754.0,1780634057154.0,1780634057222.0,1461.0,1400.0,61.0,68.0,0.0,205.6790741766684
P01,2,experiment_4,trial_001,2.0,t,t,False,on_time,,,1780634058637.0,1780634058721.0,,,,84.0,0.0,175.0916625091932
P01,2,experiment_4,trial_001,3.0,a,a,False,on_time,1780634059154.0,1780634059604.0,1780634060474.0,1780634060554.0,1320.0,870.0,450.0,80.0,0.0,177.9136726712165
P01,2,experiment_4,trial_001,4.0,r,s,True,late,1780634060572.0,1780634060637.0,1780634061224.0,1780634061321.0,652.0,587.0,65.0,97.0,270.0,315.15327611730663
P01,2,experiment_4,trial_001,5.0,e,l,True,late,,,1780634063739.0,1780634063807.0,,,,68.0,368.0,328.75114899214407
P01,2,experiment_4,trial_002,1.0,a,a,False,on_time,1780634065837.0,1780634065904.0,1780634066672.0,1780634066741.0,835.0,768.0,67.0,69.0,0.0,106.98523948442576
P01,2,experiment_4,trial_002,2.0,l,l,False,on_time,,1780634068038.0,1780634068773.0,1780634068838.0,,735.0,,65.0,0.0,126.5290088542657
P01,2,experiment_4,trial_002,3.0,o,o,False,on_time,1780634069721.0,1780634069788.0,1780634070708.0,1780634070788.0,987.0,920.0,67.0,80.0,0.0,81.42054635844787
P01,2,experiment_4,trial_002,4.0,n,n,False,on_time,1780634071671.0,1780634071738.0,1780634072206.0,1780634072289.0,535.0,468.0,67.0,83.0,0.0,266.4722044741455
P01,2,experiment_4,trial_002,5.0,e,e,False,on_time,1780634072588.0,1780634072655.0,1780634073139.0,1780634073222.0,551.0,484.0,67.0,83.0,0.0,258.1236240316211
P01,2,experiment_4,trial_003,1.0,l,r,True,late,1780634073771.0,1780634074372.0,1780634074558.0,1780634074660.0,787.0,186.0,601.0,102.0,220.0,443.03092278819
P01,2,experiment_4,trial_003,2.0,a,a,False,on_time,1780634075588.0,1780634075655.0,1780634076208.0,1780634076321.0,620.0,553.0,67.0,113.0,0.0,29.120747198117638
P01,2,experiment_4,trial_003,3.0,t,t,False,on_time,1780634077205.0,1780634077888.0,1780634078024.0,1780634078122.0,819.0,136.0,683.0,98.0,0.0,130.382737018193
P01,2,experiment_4,trial_003,4.0,e,e,False,on_time,1780634078255.0,1780634078322.0,1780634078908.0,1780634079014.0,653.0,586.0,67.0,106.0,0.0,239.63482219078543
P01,2,experiment_4,trial_003,5.0,r,r,False,on_time,1780634081438.0,1780634081505.0,1780634082039.0,,601.0,534.0,67.0,,0.0,203.10216871413238
P01,2,experiment_4,trial_004,1.0,l,l,False,on_time,,1780634083609.0,1780634084808.0,1780634084856.0,,1199.0,,48.0,0.0,235.51407719810166
P01,2,experiment_4,trial_004,2.0,e,e,False,on_time,,,1780634092657.0,1780634092741.0,,,,84.0,0.0,201.30568182080933
P01,2,experiment_4,trial_004,3.0,a,a,False,on_time,1780634093039.0,1780634093107.0,1780634093609.0,1780634093723.0,570.0,502.0,68.0,114.0,0.0,171.20143334877505
P01,2,experiment_4,trial_004,4.0,r,r,False,on_time,1780634094089.0,1780634094206.0,1780634095389.0,1780634095456.0,1300.0,1183.0,117.0,67.0,0.0,183.2766722528711
P01,2,experiment_4,trial_004,5.0,n,n,False,on_time,1780634095939.0,1780634096006.0,1780634096758.0,1780634096840.0,819.0,752.0,67.0,82.0,0.0,94.65521941274714
P01,2,experiment_4,trial_005,1.0,l,l,False,on_time,1780634097973.0,1780634098339.0,1780634098725.0,1780634098807.0,752.0,386.0,366.0,82.0,0.0,174.23504878906616
P01,2,experiment_4,trial_005,2.0,e,l,True,on_time,1780634099456.0,1780634100058.0,1780634100307.0,1780634100390.0,851.0,249.0,602.0,83.0,0.0,266.73445490106445
P01,2,experiment_4,trial_005,3.0,a,a,False,on_time,1780634102774.0,1780634103890.0,1780634104191.0,1780634104258.0,1417.0,301.0,1116.0,67.0,0.0,209.77006397495643
P01,2,experiment_4,trial_005,4.0,s,s,False,on_time,1780634104807.0,1780634105223.0,1780634105708.0,1780634105775.0,901.0,485.0,416.0,67.0,0.0,152.91474122692466
P01,2,experiment_4,trial_005,5.0,t,t,False,on_time,1780634106740.0,1780634107040.0,1780634107224.0,1780634107259.0,484.0,184.0,300.0,35.0,0.0,214.79221868399358
P01,2,experiment_4,trial_006,1.0,a,a,False,on_time,,,1780634114541.0,1780634114625.0,,,,84.0,0.0,263.9827392098795
P01,2,experiment_4,trial_006,2.0,l,l,False,on_time,1780634115841.0,1780634116208.0,1780634117194.0,1780634117277.0,1353.0,986.0,367.0,83.0,0.0,183.9754545922804
P01,2,experiment_4,trial_006,3.0,e,r,True,early,,,1780634117894.0,1780634117975.0,,,,81.0,-432.0,277.7293981535825
P01,2,experiment_4,trial_006,4.0,r,r,False,on_time,1780634123525.0,1780634123590.0,1780634124160.0,,635.0,570.0,65.0,,0.0,268.92994202316237
P01,2,experiment_4,trial_006,5.0,t,t,False,on_time,1780634133642.0,1780634133892.0,1780634134245.0,,603.0,353.0,250.0,,0.0,292.1823194625537
P01,2,experiment_4,trial_007,1.0,s,s,False,on_time,1780634136392.0,1780634136526.0,1780634136694.0,1780634136778.0,302.0,168.0,134.0,84.0,0.0,30.787485630042433
P01,2,experiment_4,trial_007,2.0,t,t,False,on_time,1780634138309.0,1780634138409.0,1780634138410.0,1780634138462.0,101.0,1.0,100.0,52.0,0.0,216.4729339654208
P01,2,experiment_4,trial_007,3.0,o,o,False,on_time,1780634140759.0,1780634140826.0,1780634141776.0,1780634141861.0,1017.0,950.0,67.0,85.0,0.0,54.66132599490463
P01,2,experiment_4,trial_007,4.0,n,n,False,late,1780634142577.0,1780634142793.0,1780634143742.0,1780634143828.0,1165.0,949.0,216.0,86.0,48.0,340.1458847282751
P01,2,experiment_4,trial_007,5.0,e,e,False,on_time,1780634144360.0,1780634144609.0,1780634145461.0,1780634145560.0,1101.0,852.0,249.0,99.0,0.0,44.19533433399564
P01,2,experiment_4,trial_008,1.0,t,t,False,on_time,1780634152793.0,1780634153727.0,1780634153730.0,1780634153830.0,937.0,3.0,934.0,100.0,0.0,166.3156728067072
P01,2,experiment_4,trial_008,2.0,o,o,False,on_time,,1780634154593.0,1780634155829.0,1780634155911.0,,1236.0,,82.0,0.0,257.42010407471855
P01,2,experiment_4,trial_008,3.0,a,a,False,on_time,1780634156560.0,1780634156627.0,1780634157111.0,1780634157227.0,551.0,484.0,67.0,116.0,0.0,242.01761269311993
P01,2,experiment_4,trial_008,4.0,s,s,False,late,1780634157861.0,1780634158043.0,1780634158846.0,1780634158979.0,985.0,803.0,182.0,133.0,135.0,540.589592576587
P01,2,experiment_4,trial_008,5.0,t,t,False,on_time,1780634169327.0,1780634169678.0,1780634170396.0,1780634170462.0,1069.0,718.0,351.0,66.0,0.0,193.80369389284365
P01,2,experiment_4,trial_009,1.0,s,s,False,on_time,1780634171378.0,1780634171712.0,1780634172513.0,1780634172645.0,1135.0,801.0,334.0,132.0,0.0,330.13918061534645
P01,2,experiment_4,trial_009,2.0,l,l,False,on_time,,1780634172962.0,1780634173829.0,1780634173947.0,,867.0,,118.0,0.0,352.12279744204085
P01,2,experiment_4,trial_009,3.0,a,a,False,on_time,1780634174261.0,1780634174581.0,1780634174830.0,1780634174912.0,569.0,249.0,320.0,82.0,0.0,140.737958195515
P01,2,experiment_4,trial_009,4.0,t,t,False,on_time,1780634176062.0,1780634176178.0,1780634176181.0,1780634176279.0,119.0,3.0,116.0,98.0,0.0,270.08267096063895
P01,2,experiment_4,trial_009,5.0,e,e,False,on_time,1780634176527.0,1780634176595.0,1780634177098.0,1780634177195.0,571.0,503.0,68.0,97.0,0.0,229.1611457195495
P01,2,experiment_4,trial_010,1.0,s,s,False,on_time,1780634178212.0,1780634178328.0,1780634178696.0,1780634178779.0,484.0,368.0,116.0,83.0,0.0,93.83262517272776
P01,2,experiment_4,trial_010,2.0,n,n,False,early,1780634179178.0,1780634179613.0,1780634179913.0,1780634179983.0,735.0,300.0,435.0,70.0,-101.0,287.6393927590061
P01,2,experiment_4,trial_010,3.0,o,o,False,on_time,1780634180817.0,1780634181211.0,1780634181345.0,1780634181428.0,528.0,134.0,394.0,83.0,0.0,52.119221718695925
P01,2,experiment_4,trial_010,4.0,r,r,False,on_time,,1780634181795.0,1780634182329.0,1780634182415.0,,534.0,,86.0,0.0,282.5691891885523
P01,2,experiment_4,trial_010,5.0,e,e,False,late,1780634182495.0,1780634182561.0,1780634183097.0,1780634183162.0,602.0,536.0,66.0,65.0,52.0,374.6922155963614
P01,2,experiment_5,trial_001,1.0,s,s,False,on_time,1780634186912.0,1780634187128.0,1780634187132.0,1780634187246.0,220.0,4.0,216.0,114.0,0.0,104.07591569492551
P01,2,experiment_5,trial_001,2.0,n,n,False,on_time,1780634188695.0,1780634188764.0,1780634188915.0,1780634189013.0,220.0,151.0,69.0,98.0,0.0,239.35459800885283
P01,2,experiment_5,trial_001,3.0,o,o,False,on_time,1780634190314.0,1780634190379.0,1780634191248.0,1780634191315.0,934.0,869.0,65.0,67.0,0.0,164.20553474148252
P01,2,experiment_5,trial_001,4.0,r,r,False,on_time,1780634191312.0,1780634191397.0,1780634191993.0,1780634192065.0,681.0,596.0,85.0,72.0,0.0,269.4862931291636
P01,2,experiment_5,trial_001,5.0,e,e,False,on_time,1780634192945.0,1780634193312.0,1780634193346.0,1780634193416.0,401.0,34.0,367.0,70.0,0.0,124.99533740676983
P01,2,experiment_5,trial_002,1.0,s,s,False,early,1780634194095.0,1780634194163.0,1780634195215.0,1780634195296.0,1120.0,1052.0,68.0,81.0,-48.0,322.31261038972883
P01,2,experiment_5,trial_002,2.0,t,t,False,late,1780634195896.0,1780634196896.0,1780634197280.0,1780634197347.0,1384.0,384.0,1000.0,67.0,183.0,462.78141281623425
P01,2,experiment_5,trial_002,3.0,a,r,True,on_time,1780634197746.0,1780634198714.0,1780634198732.0,1780634198815.0,986.0,18.0,968.0,83.0,0.0,403.5643573982088
P01,2,experiment_5,trial_002,4.0,r,s,True,on_time,1780634199216.0,1780634199513.0,1780634200280.0,1780634200349.0,1064.0,767.0,297.0,69.0,0.0,226.84257746539546
P01,2,experiment_5,trial_002,5.0,e,e,False,on_time,,,1780634201764.0,1780634201848.0,,,,84.0,0.0,116.34981661389547
P01,2,experiment_5,trial_003,1.0,l,l,False,on_time,1780634202447.0,1780634202530.0,1780634203264.0,1780634203349.0,817.0,734.0,83.0,85.0,0.0,55.05374302340555
P01,2,experiment_5,trial_003,2.0,a,a,False,on_time,1780634203697.0,1780634203763.0,1780634204684.0,1780634204764.0,987.0,921.0,66.0,80.0,0.0,135.76725359357954
P01,2,experiment_5,trial_003,3.0,t,t,False,on_time,1780634205163.0,1780634205247.0,1780634206086.0,1780634206198.0,923.0,839.0,84.0,112.0,0.0,55.479539435167574
P01,2,experiment_5,trial_003,4.0,e,e,False,on_time,1780634206280.0,1780634206347.0,1780634206899.0,1780634206999.0,619.0,552.0,67.0,100.0,0.0,141.80344914921747
P01,2,experiment_5,trial_003,5.0,r,s,True,on_time,1780634207414.0,1780634207497.0,1780634208017.0,1780634208098.0,603.0,520.0,83.0,81.0,0.0,240.46619852522775
P01,2,experiment_5,trial_004,1.0,l,l,False,late,1780634208697.0,1780634209397.0,1780634209442.0,1780634209547.0,745.0,45.0,700.0,105.0,45.0,462.118045378102
P01,2,experiment_5,trial_004,2.0,e,e,False,on_time,,1780634209442.0,1780634210048.0,1780634210117.0,,606.0,,69.0,0.0,63.576748714984795
P01,2,experiment_5,trial_004,3.0,a,a,False,on_time,,1780634210447.0,1780634210931.0,1780634210998.0,,484.0,,67.0,0.0,52.77607574687863
P01,2,experiment_5,trial_004,4.0,s,s,False,on_time,1780634211415.0,1780634211481.0,1780634212081.0,1780634212166.0,666.0,600.0,66.0,85.0,0.0,168.44941309132707
P01,2,experiment_5,trial_004,5.0,t,t,False,on_time,,1780634212381.0,1780634212915.0,1780634213031.0,,534.0,,116.0,0.0,164.8629585644301
P01,2,experiment_5,trial_005,1.0,s,s,False,on_time,1780634213930.0,1780634214014.0,1780634214448.0,1780634214564.0,518.0,434.0,84.0,116.0,0.0,135.1108740453805
P01,2,experiment_5,trial_005,2.0,l,l,False,on_time,1780634214848.0,1780634214998.0,1780634215500.0,1780634215565.0,652.0,502.0,150.0,65.0,0.0,198.78514313218116
P01,2,experiment_5,trial_005,3.0,a,a,False,on_time,1780634215797.0,1780634215881.0,1780634216367.0,1780634216467.0,570.0,486.0,84.0,100.0,0.0,236.37492753430604
P01,2,experiment_5,trial_005,4.0,t,t,False,late,1780634216430.0,1780634216863.0,1780634217649.0,1780634217667.0,1219.0,786.0,433.0,18.0,101.0,393.4020849577725
P01,2,experiment_5,trial_005,5.0,e,e,False,late,,1780634222181.0,1780634223165.0,1780634223235.0,,984.0,,70.0,100.0,388.36817427593064
P01,2,experiment_5,trial_006,1.0,a,a,False,on_time,1780634224134.0,1780634224198.0,1780634225449.0,1780634225534.0,1315.0,1251.0,64.0,85.0,0.0,114.9005039124247
P01,2,experiment_5,trial_006,2.0,l,l,False,on_time,1780634225932.0,1780634225998.0,1780634227100.0,1780634227194.0,1168.0,1102.0,66.0,94.0,0.0,274.46668110216444
P01,2,experiment_5,trial_006,3.0,o,o,False,on_time,1780634229351.0,1780634229420.0,1780634230833.0,1780634230917.0,1482.0,1413.0,69.0,84.0,0.0,157.19029423855173
P01,2,experiment_5,trial_006,4.0,n,n,False,early,1780634231315.0,1780634231381.0,1780634232533.0,1780634232584.0,1218.0,1152.0,66.0,51.0,-83.0,279.76813937851045
P01,2,experiment_5,trial_006,5.0,e,e,False,on_time,1780634232865.0,1780634233382.0,1780634233801.0,1780634233884.0,936.0,419.0,517.0,83.0,0.0,281.96505101647466
P01,2,experiment_5,trial_007,1.0,a,a,False,on_time,1780634234398.0,1780634234598.0,1780634235601.0,1780634235668.0,1203.0,1003.0,200.0,67.0,0.0,153.8858143303696
P01,2,experiment_5,trial_007,2.0,l,l,False,late,1780634236749.0,1780634237165.0,1780634237299.0,1780634237385.0,550.0,134.0,416.0,86.0,149.0,555.4596124538958
P01,2,experiment_5,trial_007,3.0,e,e,False,on_time,1780634237733.0,1780634238183.0,1780634238184.0,1780634238284.0,451.0,1.0,450.0,100.0,0.0,322.7720385815995
P01,2,experiment_5,trial_007,4.0,r,r,False,late,1780634239139.0,1780634239449.0,1780634239484.0,1780634239569.0,345.0,35.0,310.0,85.0,68.0,501.0741899326008
P01,2,experiment_5,trial_007,5.0,t,n,True,late,1780634240949.0,1780634241399.0,1780634241650.0,1780634241716.0,701.0,251.0,450.0,66.0,351.0,340.7406504101169
P01,2,experiment_5,trial_008,1.0,s,s,False,late,1780634242966.0,1780634243033.0,1780634243666.0,1780634243733.0,700.0,633.0,67.0,67.0,133.0,545.7124426494569
P01,2,experiment_5,trial_008,2.0,t,t,False,on_time,,,1780634244568.0,1780634244649.0,,,,81.0,0.0,156.9353580087299
P01,2,experiment_5,trial_008,3.0,o,o,False,on_time,1780634245268.0,1780634245966.0,1780634245967.0,1780634246035.0,699.0,1.0,698.0,68.0,0.0,325.2895181022326
P01,2,experiment_5,trial_008,4.0,n,n,False,on_time,1780634246567.0,1780634246633.0,1780634247335.0,1780634247402.0,768.0,702.0,66.0,67.0,0.0,98.09915944093504
P01,2,experiment_5,trial_008,5.0,e,e,False,on_time,1780634247683.0,1780634247750.0,1780634248302.0,1780634248367.0,619.0,552.0,67.0,65.0,0.0,31.650111856660484
P01,2,experiment_5,trial_009,1.0,t,t,False,on_time,,1780634251183.0,1780634252620.0,1780634252717.0,,1437.0,,97.0,0.0,203.40588171602403
P01,2,experiment_5,trial_009,2.0,o,o,False,on_time,1780634253550.0,1780634253767.0,1780634254818.0,1780634254902.0,1268.0,1051.0,217.0,84.0,0.0,341.42048312868053
P01,2,experiment_5,trial_009,3.0,a,a,False,on_time,,,1780634255401.0,1780634255486.0,,,,85.0,0.0,62.138627625526844
P01,2,experiment_5,trial_009,4.0,s,s,False,on_time,,1780634256417.0,1780634257518.0,1780634257603.0,,1101.0,,85.0,0.0,231.41181151883507
P01,2,experiment_5,trial_009,5.0,t,t,False,on_time,,,1780634259168.0,1780634259252.0,,,,84.0,0.0,175.07794121413502
P01,2,experiment_5,trial_010,1.0,l,l,False,late,1780634260567.0,1780634261901.0,1780634262001.0,1780634262102.0,1434.0,100.0,1334.0,101.0,134.0,615.5928754843878
P01,2,experiment_5,trial_010,2.0,e,e,False,on_time,,1780634262601.0,1780634262618.0,1780634262702.0,,17.0,,84.0,0.0,333.4277014584296
P01,2,experiment_5,trial_010,3.0,a,a,False,on_time,1780634262950.0,1780634263017.0,1780634263552.0,1780634263635.0,602.0,535.0,67.0,83.0,0.0,97.58318342038739
P01,2,experiment_5,trial_010,4.0,r,r,False,on_time,1780634267318.0,1780634267384.0,1780634268403.0,1780634268504.0,1085.0,1019.0,66.0,101.0,0.0,192.51781374931454
P01,2,experiment_5,trial_010,5.0,n,n,False,on_time,,1780634268950.0,1780634270353.0,1780634270435.0,,1403.0,,82.0,0.0,116.5929284000693
P01,3,experiment_1,trial_001,1.0,s,s,False,on_time,1780728496163.0,1780728496229.0,1780728497180.0,1780728497248.0,1017.0,951.0,66.0,68.0,0.0,182.60575236312724
P01,3,experiment_1,trial_001,2.0,t,t,False,on_time,,1780728497247.0,1780728498047.0,1780728498131.0,,800.0,,84.0,0.0,346.869360464703
P01,3,experiment_1,trial_001,3.0,o,o,False,on_time,1780728498780.0,1780728499013.0,1780728499633.0,1780728499713.0,853.0,620.0,233.0,80.0,0.0,137.06171719380217
P01,3,experiment_1,trial_001,4.0,n,n,False,on_time,1780728500180.0,1780728500364.0,1780728501132.0,1780728501214.0,952.0,768.0,184.0,82.0,0.0,117.4079023648486
P01,3,experiment_1,trial_001,5.0,e,a,True,on_time,1780728501413.0,1780728501480.0,1780728502318.0,1780728502381.0,905.0,838.0,67.0,63.0,0.0,273.26818569806153
P01,3,experiment_1,trial_002,1.0,s,s,False,on_time,1780728503247.0,1780728503880.0,1780728503897.0,1780728503967.0,650.0,17.0,633.0,70.0,0.0,359.7760076606679
P01,3,experiment_1,trial_002,2.0,t,t,False,on_time,,1780728503947.0,1780728504531.0,1780728504615.0,,584.0,,84.0,0.0,174.37760048125597
P01,3,experiment_1,trial_002,3.0,a,a,False,on_time,1780728504863.0,1780728505030.0,1780728505231.0,1780728505333.0,368.0,201.0,167.0,102.0,0.0,212.85781499844614
P01,3,experiment_1,trial_002,4.0,r,r,False,on_time,1780728505580.0,1780728506063.0,1780728506064.0,1780728506148.0,484.0,1.0,483.0,84.0,0.0,171.12622098115463
P01,3,experiment_1,trial_002,5.0,e,e,False,on_time,1780728506297.0,1780728506545.0,1780728506747.0,1780728506848.0,450.0,202.0,248.0,101.0,0.0,220.23240234544312
P01,3,experiment_1,trial_003,1.0,l,l,False,on_time,1780728507363.0,1780728507646.0,1780728507830.0,1780728507931.0,467.0,184.0,283.0,101.0,0.0,147.89294076840406
P01,3,experiment_1,trial_003,2.0,a,a,False,on_time,1780728508130.0,1780728508197.0,1780728508798.0,1780728508880.0,668.0,601.0,67.0,82.0,0.0,90.83596598830906
P01,3,experiment_1,trial_003,3.0,t,t,False,on_time,1780728508929.0,1780728508997.0,1780728509832.0,1780728509913.0,903.0,835.0,68.0,81.0,0.0,270.6139356295207
P01,3,experiment_1,trial_003,4.0,e,e,False,on_time,1780728510230.0,1780728510297.0,1780728511098.0,1780728511167.0,868.0,801.0,67.0,69.0,0.0,247.55180345737813
P01,3,experiment_1,trial_003,5.0,r,r,False,on_time,,,1780728512031.0,1780728512115.0,,,,84.0,0.0,189.41428770207207
P01,3,experiment_1,trial_004,1.0,t,t,False,on_time,1780728513029.0,1780728513196.0,1780728513882.0,1780728513964.0,853.0,686.0,167.0,82.0,0.0,237.21101241748644
P01,3,experiment_1,trial_004,2.0,o,o,False,on_time,1780728514247.0,1780728514314.0,1780728515195.0,1780728515265.0,948.0,881.0,67.0,70.0,0.0,81.39177928111825
P01,3,experiment_1,trial_004,3.0,a,a,False,on_time,,,1780728515968.0,1780728516048.0,,,,80.0,0.0,120.967406895519
P01,3,experiment_1,trial_004,4.0,s,s,False,on_time,1780728516114.0,1780728516366.0,1780728516998.0,1780728517081.0,884.0,632.0,252.0,83.0,0.0,226.902805553561
P01,3,experiment_1,trial_004,5.0,t,t,False,on_time,,1780728517147.0,1780728517931.0,1780728518031.0,,784.0,,100.0,0.0,231.43419679322574
P01,3,experiment_1,trial_005,1.0,s,s,False,on_time,1780728519014.0,1780728519147.0,1780728519599.0,1780728519682.0,585.0,452.0,133.0,83.0,0.0,163.07187897857125
P01,3,experiment_1,trial_005,2.0,n,n,False,on_time,1780728520314.0,1780728520447.0,1780728521165.0,1780728521248.0,851.0,718.0,133.0,83.0,0.0,78.45840952953074
P01,3,experiment_1,trial_005,3.0,o,o,False,on_time,1780728522046.0,1780728522114.0,1780728522564.0,1780728522633.0,518.0,450.0,68.0,69.0,0.0,124.91989489069248
P01,3,experiment_1,trial_005,4.0,r,r,False,on_time,,1780728522684.0,1780728523482.0,1780728523564.0,,798.0,,82.0,0.0,163.2203208561606
P01,3,experiment_1,trial_005,5.0,e,e,False,on_time,,,1780728524215.0,1780728524282.0,,,,67.0,0.0,186.13576815130494
P01,3,experiment_1,trial_006,1.0,s,s,False,on_time,1780728525131.0,1780728525215.0,1780728525814.0,1780728525899.0,683.0,599.0,84.0,85.0,0.0,278.15215994870766
P01,3,experiment_1,trial_006,2.0,l,l,False,on_time,,1780728526081.0,1780728526582.0,1780728526650.0,,501.0,,68.0,0.0,173.62139294571446
P01,3,experiment_1,trial_006,3.0,a,a,False,on_time,1780728526715.0,1780728526915.0,1780728527249.0,1780728527365.0,534.0,334.0,200.0,116.0,0.0,153.98853452261505
P01,3,experiment_1,trial_006,4.0,t,t,False,on_time,1780728527781.0,1780728528231.0,1780728528449.0,1780728528532.0,668.0,218.0,450.0,83.0,0.0,266.1871429740691
P01,3,experiment_1,trial_006,5.0,e,e,False,on_time,1780728528798.0,1780728528865.0,1780728529432.0,1780728529499.0,634.0,567.0,67.0,67.0,0.0,39.24628604610215
P01,3,experiment_1,trial_007,1.0,l,l,False,on_time,1780728530014.0,1780728530114.0,1780728530549.0,1780728530649.0,535.0,435.0,100.0,100.0,0.0,123.1494579985804
P01,3,experiment_1,trial_007,2.0,e,e,False,on_time,1780728530781.0,1780728530848.0,1780728531433.0,1780728531515.0,652.0,585.0,67.0,82.0,0.0,226.28687436931602
P01,3,experiment_1,trial_007,3.0,a,a,False,on_time,1780728536515.0,1780728536599.0,1780728537066.0,,551.0,467.0,84.0,,0.0,113.71821368323609
P01,3,experiment_1,trial_007,4.0,r,r,False,on_time,1780728537915.0,1780728538516.0,1780728538517.0,,602.0,1.0,601.0,,0.0,296.1029445302626
P01,3,experiment_1,trial_007,5.0,n,n,False,on_time,1780728538916.0,1780728539083.0,1780728539349.0,,433.0,266.0,167.0,,0.0,266.8958540792381
P01,3,experiment_1,trial_008,1.0,a,a,False,on_time,1780728540481.0,1780728540599.0,1780728541284.0,1780728541383.0,803.0,685.0,118.0,99.0,0.0,128.95727730026329
P01,3,experiment_1,trial_008,2.0,l,l,False,late,1780728541565.0,1780728541632.0,1780728542084.0,1780728542183.0,519.0,452.0,67.0,99.0,135.0,370.18660491517886
P01,3,experiment_1,trial_008,3.0,o,o,False,on_time,1780728542665.0,1780728542799.0,1780728543417.0,1780728543516.0,752.0,618.0,134.0,99.0,0.0,181.2026373706172
P01,3,experiment_1,trial_008,4.0,n,n,False,on_time,1780728544432.0,1780728544499.0,1780728545149.0,1780728545217.0,717.0,650.0,67.0,68.0,0.0,140.94372510947372
P01,3,experiment_1,trial_008,5.0,e,a,True,on_time,1780728545316.0,1780728545382.0,1780728545951.0,1780728545999.0,635.0,569.0,66.0,48.0,0.0,274.9609691438776
P01,3,experiment_1,trial_009,1.0,a,a,False,on_time,1780728546815.0,1780728546882.0,1780728547049.0,1780728547136.0,234.0,167.0,67.0,87.0,0.0,208.38310316325297
P01,3,experiment_1,trial_009,2.0,l,l,False,on_time,1780728547482.0,1780728547633.0,1780728547882.0,1780728547983.0,400.0,249.0,151.0,101.0,0.0,267.0625952737764
P01,3,experiment_1,trial_009,3.0,e,e,False,on_time,1780728548216.0,1780728548432.0,1780728548932.0,1780728549015.0,716.0,500.0,216.0,83.0,0.0,201.3240553893692
P01,3,experiment_1,trial_009,4.0,r,r,False,on_time,,1780728549249.0,1780728549700.0,1780728549816.0,,451.0,,116.0,0.0,285.84682658341325
P01,3,experiment_1,trial_009,5.0,t,t,False,on_time,,1780728551066.0,1780728551850.0,1780728551916.0,,784.0,,66.0,0.0,290.1725297938071
P01,3,experiment_1,trial_010,1.0,l,l,False,late,1780728552349.0,1780728552732.0,1780728553250.0,1780728553333.0,901.0,518.0,383.0,83.0,84.0,396.1690635953966
P01,3,experiment_1,trial_010,2.0,e,e,False,on_time,1780728553333.0,1780728553400.0,1780728554336.0,1780728554433.0,1003.0,936.0,67.0,97.0,0.0,282.3577963130369
P01,3,experiment_1,trial_010,3.0,a,a,False,on_time,,,1780728555217.0,1780728555300.0,,,,83.0,0.0,178.9177814767876
P01,3,experiment_1,trial_010,4.0,s,l,True,late,,1780728555366.0,1780728556049.0,1780728556151.0,,683.0,,102.0,333.0,377.7455569795643
P01,3,experiment_1,trial_010,5.0,t,t,False,on_time,,1780728560701.0,1780728562018.0,1780728562103.0,,1317.0,,85.0,0.0,189.2121337105645
P01,3,experiment_2,trial_001,1.0,l,l,False,on_time,1780728572615.0,1780728572683.0,1780728573884.0,1780728573969.0,1269.0,1201.0,68.0,85.0,0.0,79.52360721347632
P01,3,experiment_2,trial_001,2.0,a,a,False,on_time,,1780728574350.0,1780728574868.0,1780728574967.0,,518.0,,99.0,0.0,157.4409688953533
P01,3,experiment_2,trial_001,3.0,t,t,False,on_time,1780728575284.0,1780728575467.0,1780728576218.0,1780728576314.0,934.0,751.0,183.0,96.0,0.0,151.3426172301156
