participant_id,day,session_label,trial_id,input_index,target_char,selected_character,is_error,label,g1,g2,f_down,f_up,t2,t5,t7,hold_ms,offset_ms,dist_px
P01,1,experiment_1,trial_001,1.0,a,a,False,on_time,1780566202830.0,1780566203747.0,1780566203881.0,1780566203999.0,1051.0,134.0,917.0,118.0,0.0,350.4393187597774
P01,1,experiment_1,trial_001,2.0,l,l,False,on_time,1780566205013.0,1780566205163.0,1780566205167.0,1780566205282.0,154.0,4.0,150.0,115.0,0.0,289.29041219622945
P01,1,experiment_1,trial_001,3.0,e,e,False,on_time,1780566205730.0,1780566205813.0,1780566206333.0,1780566206431.0,603.0,520.0,83.0,98.0,0.0,19.079753065361277
P01,1,experiment_1,trial_001,4.0,r,r,False,on_time,1780566206447.0,1780566206880.0,1780566207031.0,1780566207132.0,584.0,151.0,433.0,101.0,0.0,52.72600519615867
P01,1,experiment_1,trial_001,5.0,t,t,False,on_time,1780566207480.0,1780566208180.0,1780566208247.0,1780566208348.0,767.0,67.0,700.0,101.0,0.0,80.77356648592239
P01,1,experiment_1,trial_002,1.0,t,t,False,late,,,1780566221816.0,,,,,,151.0,339.41331975313074
P01,1,experiment_1,trial_002,2.0,o,o,False,on_time,1780566222315.0,1780566223565.0,1780566223601.0,,1286.0,36.0,1250.0,,0.0,208.8870881026637
P01,1,experiment_1,trial_002,3.0,a,a,False,on_time,1780566223749.0,1780566224098.0,1780566224334.0,,585.0,236.0,349.0,,0.0,148.29498140130062
P01,1,experiment_1,trial_002,4.0,s,s,False,late,1780566224665.0,1780566224935.0,1780566225765.0,,1100.0,830.0,270.0,,167.0,368.35857029143625
P01,1,experiment_1,trial_002,5.0,t,t,False,on_time,,,1780566231052.0,,,,,,0.0,161.09510700695643
P01,1,experiment_1,trial_003,1.0,l,l,False,on_time,1780566232149.0,1780566232448.0,1780566233466.0,1780566233549.0,1317.0,1018.0,299.0,83.0,0.0,246.53976387368903
P01,1,experiment_1,trial_003,2.0,e,e,False,on_time,1780566235132.0,1780566235401.0,1780566236036.0,,904.0,635.0,269.0,,0.0,167.36145934219672
P01,1,experiment_1,trial_003,3.0,a,a,False,on_time,,1780566236549.0,1780566237200.0,,,651.0,,,0.0,167.99173513723085
P01,1,experiment_1,trial_003,4.0,s,s,False,on_time,1780566237615.0,1780566237782.0,1780566238301.0,,686.0,519.0,167.0,,0.0,161.28272906675716
P01,1,experiment_1,trial_003,5.0,t,t,False,on_time,,1780566238733.0,1780566239185.0,,,452.0,,,0.0,219.8875311629595
P01,1,experiment_1,trial_004,1.0,s,s,False,late,1780566240549.0,1780566241250.0,1780566241251.0,1780566241350.0,702.0,1.0,701.0,99.0,102.0,474.9313499058112
P01,1,experiment_1,trial_004,2.0,n,n,False,on_time,1780566243683.0,1780566244083.0,1780566244700.0,1780566244784.0,1017.0,617.0,400.0,84.0,0.0,30.973168932983068
P01,1,experiment_1,trial_004,3.0,o,o,False,on_time,1780566253733.0,1780566253816.0,1780566254518.0,,785.0,702.0,83.0,,0.0,159.15403588699013
P01,1,experiment_1,trial_004,4.0,r,r,False,on_time,1780566255300.0,1780566255366.0,1780566255919.0,,619.0,553.0,66.0,,0.0,86.54576196953133
P01,1,experiment_1,trial_004,5.0,e,e,False,on_time,1780566256617.0,1780566256684.0,1780566256835.0,,218.0,151.0,67.0,,0.0,266.1721749058484
P01,1,experiment_1,trial_005,1.0,l,l,False,on_time,1780566257667.0,1780566257801.0,1780566258402.0,1780566258484.0,735.0,601.0,134.0,82.0,0.0,174.14482879446183
P01,1,experiment_1,trial_005,2.0,e,e,False,on_time,,1780566258500.0,1780566259083.0,1780566259184.0,,583.0,,101.0,0.0,246.2778425557743
P01,1,experiment_1,trial_005,3.0,a,a,False,on_time,1780566260451.0,1780566260568.0,1780566260984.0,1780566261085.0,533.0,416.0,117.0,101.0,0.0,337.54199763559717
P01,1,experiment_1,trial_005,4.0,r,r,False,on_time,1780566262358.0,1780566262517.0,1780566263268.0,1780566263352.0,910.0,751.0,159.0,84.0,0.0,110.75826978191745
P01,1,experiment_1,trial_005,5.0,n,n,False,on_time,1780566263851.0,1780566264217.0,1780566264802.0,1780566264868.0,951.0,585.0,366.0,66.0,0.0,95.89084439106914
P01,1,experiment_1,trial_006,1.0,s,s,False,on_time,1780566267884.0,1780566267984.0,1780566269368.0,1780566269435.0,1484.0,1384.0,100.0,67.0,0.0,208.0186907475229
P01,1,experiment_1,trial_006,2.0,t,t,False,on_time,,,1780566271918.0,1780566271985.0,,,,67.0,0.0,300.1785976698114
P01,1,experiment_1,trial_006,3.0,a,a,False,on_time,1780566272267.0,1780566272334.0,1780566273037.0,1780566273119.0,770.0,703.0,67.0,82.0,0.0,279.30106219475067
P01,1,experiment_1,trial_006,4.0,r,r,False,on_time,1780566273607.0,1780566273703.0,1780566274287.0,1780566274387.0,680.0,584.0,96.0,100.0,0.0,72.61752756049532
P01,1,experiment_1,trial_006,5.0,e,e,False,on_time,,1780566274518.0,1780566275219.0,1780566275303.0,,701.0,,84.0,0.0,44.729183538983406
P01,1,experiment_1,trial_007,1.0,a,a,False,on_time,1780566276385.0,1780566276468.0,1780566277113.0,1780566277203.0,728.0,645.0,83.0,90.0,0.0,189.3616194035977
P01,1,experiment_1,trial_007,2.0,l,l,False,on_time,1780566277137.0,1780566277203.0,1780566277902.0,1780566277971.0,765.0,699.0,66.0,69.0,0.0,152.93202871872188
P01,1,experiment_1,trial_007,3.0,o,r,True,late,1780566278618.0,1780566278686.0,1780566279204.0,1780566279286.0,586.0,518.0,68.0,82.0,336.0,548.5812775171341
P01,1,experiment_1,trial_007,4.0,n,n,False,on_time,1780566282553.0,1780566282619.0,1780566283086.0,,533.0,467.0,66.0,,0.0,21.789182777995585
P01,1,experiment_1,trial_007,5.0,e,e,False,on_time,1780566284935.0,1780566285002.0,1780566285037.0,,102.0,35.0,67.0,,0.0,300.41710457956316
P01,1,experiment_1,trial_008,1.0,s,l,True,on_time,1780566286319.0,1780566286535.0,1780566286537.0,1780566286636.0,218.0,2.0,216.0,99.0,0.0,308.8224968801827
P01,1,experiment_1,trial_008,2.0,l,l,False,on_time,1780566288686.0,1780566288936.0,1780566289370.0,1780566289469.0,684.0,434.0,250.0,99.0,0.0,223.51124349368348
P01,1,experiment_1,trial_008,3.0,a,a,False,on_time,1780566289869.0,1780566289936.0,1780566290653.0,1780566290738.0,784.0,717.0,67.0,85.0,0.0,149.36659792220226
P01,1,experiment_1,trial_008,4.0,t,t,False,on_time,1780566293402.0,1780566294169.0,1780566294371.0,1780566294453.0,969.0,202.0,767.0,82.0,0.0,309.0429025119991
P01,1,experiment_1,trial_008,5.0,e,a,True,late,1780566296519.0,1780566296724.0,1780566297041.0,1780566297120.0,522.0,317.0,205.0,79.0,288.0,288.45495135656523
P01,1,experiment_1,trial_009,1.0,s,s,False,on_time,1780566299836.0,1780566299903.0,1780566300455.0,1780566300537.0,619.0,552.0,67.0,82.0,0.0,245.13911910278168
P01,1,experiment_1,trial_009,2.0,t,t,False,on_time,,1780566300937.0,1780566302139.0,1780566302221.0,,1202.0,,82.0,0.0,278.714170143581
P01,1,experiment_1,trial_009,3.0,o,a,True,on_time,1780566304937.0,1780566305003.0,1780566305354.0,1780566305439.0,417.0,351.0,66.0,85.0,0.0,265.5235846433174
P01,1,experiment_1,trial_009,4.0,n,n,False,on_time,1780566306253.0,1780566306320.0,1780566306971.0,1780566307067.0,718.0,651.0,67.0,96.0,0.0,180.21187881806986
P01,1,experiment_1,trial_009,5.0,e,e,False,on_time,1780566307237.0,1780566307337.0,1780566308439.0,1780566308504.0,1202.0,1102.0,100.0,65.0,0.0,91.18266342471496
P01,1,experiment_1,trial_010,1.0,l,l,False,on_time,,1780566309170.0,1780566310422.0,1780566310504.0,,1252.0,,82.0,0.0,202.7617894903608
P01,1,experiment_1,trial_010,2.0,a,a,False,on_time,1780566312171.0,1780566312354.0,1780566312971.0,1780566313039.0,800.0,617.0,183.0,68.0,0.0,273.23737670213404
P01,1,experiment_1,trial_010,3.0,t,t,False,late,1780566314404.0,1780566314470.0,1780566315355.0,1780566315421.0,951.0,885.0,66.0,66.0,51.0,340.9720889616841
P01,1,experiment_1,trial_010,4.0,e,e,False,on_time,1780566315805.0,1780566316039.0,1780566316556.0,1780566316638.0,751.0,517.0,234.0,82.0,0.0,151.61149407528342
P01,1,experiment_1,trial_010,5.0,r,r,False,on_time,1780566316938.0,1780566317104.0,1780566317620.0,1780566317704.0,682.0,516.0,166.0,84.0,0.0,199.1666348102039
P01,1,experiment_2,trial_001,1.0,l,l,False,on_time,1780566325304.0,1780566325388.0,1780566325454.0,,150.0,66.0,84.0,,0.0,239.49403859955643
P01,1,experiment_2,trial_001,2.0,e,a,True,on_time,1780566326260.0,1780566326321.0,1780566326355.0,,95.0,34.0,61.0,,0.0,220.54569587285903
P01,1,experiment_2,trial_001,3.0,a,e,True,late,1780566327356.0,1780566327422.0,1780566327457.0,,101.0,35.0,66.0,,786.0,627.2676377981993
P01,1,experiment_2,trial_001,4.0,s,s,False,on_time,1780566329089.0,1780566329256.0,1780566329306.0,,217.0,50.0,167.0,,0.0,261.39381203130574
P01,1,experiment_2,trial_001,5.0,t,t,False,on_time,1780566330172.0,1780566330272.0,1780566330290.0,,118.0,18.0,100.0,,0.0,140.55818931921695
P01,1,experiment_2,trial_002,1.0,s,s,False,late,1780566331038.0,1780566331305.0,1780566331974.0,1780566332075.0,936.0,669.0,267.0,101.0,69.0,450.4125605911889
P01,1,experiment_2,trial_002,2.0,t,t,False,on_time,,1780566332174.0,1780566332958.0,1780566333071.0,,784.0,,113.0,0.0,255.17546013967296
P01,1,experiment_2,trial_002,3.0,a,a,False,on_time,1780566333438.0,1780566333505.0,1780566334188.0,1780566334272.0,750.0,683.0,67.0,84.0,0.0,36.044775556630846
P01,1,experiment_2,trial_002,4.0,r,r,False,on_time,1780566334388.0,1780566334655.0,1780566335205.0,1780566335291.0,817.0,550.0,267.0,86.0,0.0,140.51450969730962
P01,1,experiment_2,trial_002,5.0,e,e,False,on_time,,1780566335388.0,1780566335939.0,1780566336041.0,,551.0,,102.0,0.0,107.94744887293153
P01,1,experiment_2,trial_003,1.0,s,s,False,on_time,1780566336643.0,1780566336822.0,1780566337322.0,1780566337390.0,679.0,500.0,179.0,68.0,0.0,281.7662141717984
P01,1,experiment_2,trial_003,2.0,n,n,False,on_time,1780566337772.0,1780566337839.0,1780566338573.0,1780566338656.0,801.0,734.0,67.0,83.0,0.0,102.4694139598054
P01,1,experiment_2,trial_003,3.0,o,r,True,early,1780566338822.0,1780566339238.0,1780566339775.0,1780566339859.0,953.0,537.0,416.0,84.0,-50.0,413.28795656618394
P01,1,experiment_2,trial_003,4.0,r,r,False,on_time,1780566342589.0,1780566342822.0,1780566342840.0,1780566342908.0,251.0,18.0,233.0,68.0,0.0,296.4250359857511
P01,1,experiment_2,trial_003,5.0,e,e,False,on_time,1780566343239.0,1780566343321.0,1780566344241.0,1780566344339.0,1002.0,920.0,82.0,98.0,0.0,216.39318799914292
P01,1,experiment_2,trial_004,1.0,a,a,False,on_time,1780566345173.0,1780566345239.0,1780566345908.0,1780566346006.0,735.0,669.0,66.0,98.0,0.0,176.9353590262329
P01,1,experiment_2,trial_004,2.0,l,l,False,on_time,1780566346322.0,1780566346388.0,1780566347241.0,1780566347323.0,919.0,853.0,66.0,82.0,0.0,234.5232593707096
P01,1,experiment_2,trial_004,3.0,o,o,False,on_time,1780566349289.0,1780566349356.0,1780566350358.0,1780566350458.0,1069.0,1002.0,67.0,100.0,0.0,111.44618435522968
P01,1,experiment_2,trial_004,4.0,n,n,False,on_time,1780566351772.0,1780566351838.0,1780566352457.0,1780566352524.0,685.0,619.0,66.0,67.0,0.0,111.81677704809258
P01,1,experiment_2,trial_004,5.0,e,e,False,on_time,1780566353006.0,1780566353089.0,1780566353856.0,1780566353958.0,850.0,767.0,83.0,102.0,0.0,247.2947376624713
P01,1,experiment_2,trial_005,1.0,t,t,False,on_time,,,1780566358525.0,,,,,,0.0,104.16581554911262
P01,1,experiment_2,trial_005,2.0,o,o,False,on_time,1780566359306.0,1780566359523.0,1780566360691.0,,1385.0,1168.0,217.0,,0.0,269.16725934408464
P01,1,experiment_2,trial_005,3.0,a,a,False,on_time,,,1780566361675.0,,,,,,0.0,236.95876068628158
P01,1,experiment_2,trial_005,4.0,s,s,False,on_time,,,1780566363159.0,,,,,,0.0,296.4285534310433
P01,1,experiment_2,trial_005,5.0,t,t,False,late,1780566366551.0,1780566366622.0,1780566367541.0,,990.0,919.0,71.0,,101.0,378.40286392757343
P01,1,experiment_2,trial_006,1.0,l,l,False,on_time,1780566368506.0,1780566369040.0,1780566369059.0,1780566369143.0,553.0,19.0,534.0,84.0,0.0,104.41456762721816
P01,1,experiment_2,trial_006,2.0,e,e,False,on_time,,1780566369090.0,1780566369743.0,1780566369842.0,,653.0,,99.0,0.0,86.79343157464398
P01,1,experiment_2,trial_006,3.0,a,a,False,on_time,1780566370790.0,1780566370858.0,1780566371507.0,1780566371608.0,717.0,649.0,68.0,101.0,0.0,200.28521866540964
P01,1,experiment_2,trial_006,4.0,r,r,False,late,1780566374758.0,1780566374841.0,1780566375058.0,1780566375142.0,300.0,217.0,83.0,84.0,83.0,383.73075637199787
P01,1,experiment_2,trial_006,5.0,n,n,False,early,1780566376408.0,1780566376474.0,1780566377208.0,1780566377308.0,800.0,734.0,66.0,100.0,-83.0,355.8823835170284
P01,1,experiment_2,trial_007,1.0,s,r,True,on_time,,1780566381407.0,1780566382442.0,1780566382559.0,,1035.0,,117.0,0.0,267.4818272476894
P01,1,experiment_2,trial_007,2.0,t,t,False,on_time,1780566389810.0,1780566389874.0,1780566391126.0,,1316.0,1252.0,64.0,,0.0,129.41016289470912
P01,1,experiment_2,trial_007,3.0,o,o,False,on_time,1780566392192.0,1780566392258.0,1780566393111.0,,919.0,853.0,66.0,,0.0,319.05729229462344
P01,1,experiment_2,trial_007,4.0,n,n,False,on_time,1780566394409.0,1780566394475.0,1780566395143.0,,734.0,668.0,66.0,,0.0,139.66625712638142
P01,1,experiment_2,trial_007,5.0,e,e,False,on_time,1780566398359.0,1780566398458.0,1780566398726.0,,367.0,268.0,99.0,,0.0,143.41624479844435
P01,1,experiment_2,trial_008,1.0,s,s,False,on_time,1780566399643.0,1780566399843.0,1780566400225.0,1780566400311.0,582.0,382.0,200.0,86.0,0.0,232.67630644515816
P01,1,experiment_2,trial_008,2.0,l,l,False,on_time,,1780566400260.0,1780566400993.0,1780566401078.0,,733.0,,85.0,0.0,39.38738672179246
P01,1,experiment_2,trial_008,3.0,a,a,False,late,1780566405192.0,1780566405293.0,1780566405395.0,1780566405477.0,203.0,102.0,101.0,82.0,51.0,348.21404833134756
P01,1,experiment_2,trial_008,4.0,t,t,False,on_time,1780566406292.0,1780566406527.0,1780566407010.0,1780566407095.0,718.0,483.0,235.0,85.0,0.0,133.1725280531925
P01,1,experiment_2,trial_008,5.0,e,e,False,on_time,1780566407959.0,1780566408342.0,1780566408679.0,1780566408778.0,720.0,337.0,383.0,99.0,0.0,110.4882322062899
P01,1,experiment_2,trial_009,1.0,a,e,True,early,1780566411910.0,1780566411977.0,1780566412077.0,1780566412162.0,167.0,100.0,67.0,85.0,-50.0,381.1774515735196
P01,1,experiment_2,trial_009,2.0,l,l,False,on_time,1780566413160.0,1780566413328.0,1780566413727.0,1780566413796.0,567.0,399.0,168.0,69.0,0.0,227.5501736760407
P01,1,experiment_2,trial_009,3.0,e,e,False,on_time,1780566414476.0,1780566414543.0,1780566415110.0,1780566415210.0,634.0,567.0,67.0,100.0,0.0,141.45794152889565
P01,1,experiment_2,trial_009,4.0,r,r,False,on_time,1780566416460.0,1780566416777.0,1780566417361.0,,901.0,584.0,317.0,,0.0,152.15102598076322
P01,1,experiment_2,trial_009,5.0,t,t,False,on_time,1780566418876.0,1780566419027.0,1780566419613.0,,737.0,586.0,151.0,,0.0,263.54271384189434
P01,1,experiment_2,trial_010,1.0,l,l,False,on_time,1780566420460.0,1780566421060.0,1780566421077.0,1780566421163.0,617.0,17.0,600.0,86.0,0.0,366.57233046896965
P01,1,experiment_2,trial_010,2.0,a,a,False,on_time,1780566425678.0,1780566425760.0,1780566426263.0,1780566426363.0,585.0,503.0,82.0,100.0,0.0,59.865527138105115
P01,1,experiment_2,trial_010,3.0,t,t,False,on_time,,,1780566429698.0,1780566429796.0,,,,98.0,0.0,190.83629852115445
P01,1,experiment_2,trial_010,4.0,e,e,False,on_time,1780566430128.0,1780566430195.0,1780566431145.0,1780566431212.0,1017.0,950.0,67.0,67.0,0.0,32.72130732437385
P01,1,experiment_2,trial_010,5.0,r,r,False,late,1780566432245.0,1780566432311.0,1780566432345.0,1780566432430.0,100.0,34.0,66.0,85.0,117.0,845.9871260218592
P01,1,experiment_3,trial_001,1.0,s,s,False,on_time,,,1780566441230.0,1780566441313.0,,,,83.0,0.0,320.46556482194603
P01,1,experiment_3,trial_001,2.0,n,n,False,on_time,1780566441962.0,1780566442029.0,1780566443246.0,1780566443347.0,1284.0,1217.0,67.0,101.0,0.0,179.29535114332708
P01,1,experiment_3,trial_001,3.0,o,o,False,late,,1780566445045.0,1780566446031.0,1780566446129.0,,986.0,,98.0,69.0,277.09975688335857
P01,1,experiment_3,trial_001,4.0,r,r,False,on_time,1780566446645.0,1780566446996.0,1780566447982.0,1780566448079.0,1337.0,986.0,351.0,97.0,0.0,93.71472048498396
P01,1,experiment_3,trial_001,5.0,e,e,False,on_time,1780566448312.0,1780566448395.0,1780566449130.0,1780566449231.0,818.0,735.0,83.0,101.0,0.0,95.26772335046205
P01,1,experiment_3,trial_002,1.0,s,s,False,on_time,1780566450096.0,1780566450514.0,1780566450764.0,1780566450881.0,668.0,250.0,418.0,117.0,0.0,20.696789527275904
P01,1,experiment_3,trial_002,2.0,t,t,False,on_time,1780566451480.0,1780566451546.0,1780566452096.0,1780566452165.0,616.0,550.0,66.0,69.0,0.0,127.98323300693887
P01,1,experiment_3,trial_002,3.0,o,o,False,on_time,,1780566457262.0,1780566458580.0,1780566458663.0,,1318.0,,83.0,0.0,156.77280422527465
P01,1,experiment_3,trial_002,4.0,n,n,False,on_time,1780566460446.0,1780566460513.0,1780566460814.0,1780566460914.0,368.0,301.0,67.0,100.0,0.0,113.66885231740648
P01,1,experiment_3,trial_002,5.0,e,e,False,on_time,,1780566462545.0,1780566463448.0,,,903.0,,,0.0,121.96871407183558
P01,1,experiment_3,trial_003,1.0,l,l,False,on_time,1780566465429.0,1780566465880.0,1780566466481.0,,1052.0,601.0,451.0,,0.0,301.43971087347904
P01,1,experiment_3,trial_003,2.0,e,e,False,on_time,1780566466929.0,1780566467230.0,1780566467499.0,,570.0,269.0,301.0,,0.0,74.79258190802263
P01,1,experiment_3,trial_003,3.0,a,a,False,on_time,1780566469080.0,1780566469382.0,1780566469551.0,,471.0,169.0,302.0,,0.0,148.65978793966624
P01,1,experiment_3,trial_003,4.0,r,r,False,on_time,1780566470630.0,1780566470698.0,1780566470966.0,,336.0,268.0,68.0,,0.0,120.65492647633324
P01,1,experiment_3,trial_003,5.0,n,n,False,on_time,1780566471615.0,1780566471829.0,1780566472032.0,,417.0,203.0,214.0,,0.0,49.6149913249063
P01,1,experiment_3,trial_004,1.0,l,l,False,on_time,1780566472714.0,1780566472847.0,1780566473398.0,1780566473499.0,684.0,551.0,133.0,101.0,0.0,80.75000648697643
P01,1,experiment_3,trial_004,2.0,a,e,True,late,1780566473730.0,1780566473797.0,1780566474316.0,1780566474382.0,586.0,519.0,67.0,66.0,219.0,403.393335715134
P01,1,experiment_3,trial_004,3.0,t,t,False,late,1780566476514.0,1780566477247.0,1780566477249.0,1780566477317.0,735.0,2.0,733.0,68.0,51.0,678.1504227612677
P01,1,experiment_3,trial_004,4.0,e,e,False,late,1780566477297.0,1780566477564.0,1780566477950.0,1780566478033.0,653.0,386.0,267.0,83.0,120.0,558.8538356277923
P01,1,experiment_3,trial_004,5.0,r,r,False,on_time,,1780566478548.0,1780566479132.0,1780566479199.0,,584.0,,67.0,0.0,232.70764055583325
P01,1,experiment_3,trial_005,1.0,a,a,False,on_time,1780566480298.0,1780566480364.0,1780566481081.0,1780566481182.0,783.0,717.0,66.0,101.0,0.0,225.99297254104283
P01,1,experiment_3,trial_005,2.0,l,l,False,early,1780566481680.0,1780566481748.0,1780566483034.0,1780566483112.0,1354.0,1286.0,68.0,78.0,-48.0,320.1302039492027
P01,1,experiment_3,trial_005,3.0,e,e,False,on_time,1780566483464.0,1780566483684.0,1780566484299.0,1780566484383.0,835.0,615.0,220.0,84.0,0.0,87.04060014809366
P01,1,experiment_3,trial_005,4.0,r,r,False,on_time,,1780566484398.0,1780566485050.0,1780566485134.0,,652.0,,84.0,0.0,206.3026599584147
P01,1,experiment_3,trial_005,5.0,t,t,False,late,1780566486100.0,1780566486165.0,1780566487065.0,1780566487165.0,965.0,900.0,65.0,100.0,51.0,459.14558688445527
P01,1,experiment_3,trial_006,1.0,a,a,False,on_time,1780566487615.0,1780566487882.0,1780566488751.0,1780566488834.0,1136.0,869.0,267.0,83.0,0.0,170.59519276070193
P01,1,experiment_3,trial_006,2.0,l,l,False,on_time,1780566490218.0,1780566490331.0,1780566490449.0,1780566490528.0,231.0,118.0,113.0,79.0,0.0,209.90116171038514
P01,1,experiment_3,trial_006,3.0,o,o,False,on_time,1780566491498.0,1780566491581.0,1780566492598.0,1780566492682.0,1100.0,1017.0,83.0,84.0,0.0,287.89244251006244
P01,1,experiment_3,trial_006,4.0,n,n,False,on_time,1780566493331.0,1780566493481.0,1780566493949.0,1780566494050.0,618.0,468.0,150.0,101.0,0.0,141.18387622095966
P01,1,experiment_3,trial_006,5.0,e,e,False,on_time,1780566494515.0,1780566494699.0,1780566495201.0,1780566495316.0,686.0,502.0,184.0,115.0,0.0,120.70066266236324
P01,1,experiment_3,trial_007,1.0,l,l,False,on_time,1780566496865.0,1780566496932.0,1780566497566.0,1780566497666.0,701.0,634.0,67.0,100.0,0.0,188.88998692651845
P01,1,experiment_3,trial_007,2.0,e,e,False,on_time,1780566498501.0,1780566499099.0,1780566499533.0,1780566499599.0,1032.0,434.0,598.0,66.0,0.0,71.01330712380886
P01,1,experiment_3,trial_007,3.0,a,a,False,on_time,,,1780566500399.0,1780566500499.0,,,,100.0,0.0,183.06136029096703
P01,1,experiment_3,trial_007,4.0,s,s,False,on_time,,1780566501599.0,1780566502835.0,,,1236.0,,,0.0,220.62141774571546
P01,1,experiment_3,trial_007,5.0,t,t,False,on_time,,,1780566510667.0,,,,,,0.0,93.1505052084415
P01,1,experiment_3,trial_008,1.0,t,t,False,on_time,1780566511866.0,1780566511966.0,1780566512869.0,1780566512935.0,1003.0,903.0,100.0,66.0,0.0,112.80104927636918
P01,1,experiment_3,trial_008,2.0,o,o,False,on_time,1780566518400.0,1780566518500.0,1780566518984.0,1780566519068.0,584.0,484.0,100.0,84.0,0.0,351.1288124499397
P01,1,experiment_3,trial_008,3.0,a,a,False,on_time,1780566527969.0,1780566528034.0,1780566528753.0,1780566528851.0,784.0,719.0,65.0,98.0,0.0,85.32312331943847
P01,1,experiment_3,trial_008,4.0,s,s,False,on_time,1780566531634.0,1780566532034.0,1780566532051.0,1780566532136.0,417.0,17.0,400.0,85.0,0.0,196.0179939989368
P01,1,experiment_3,trial_008,5.0,t,t,False,on_time,,,1780566532733.0,1780566532820.0,,,,87.0,0.0,86.34729923351819
P01,1,experiment_3,trial_009,1.0,s,s,False,on_time,1780566534218.0,1780566535101.0,1780566535103.0,1780566535204.0,885.0,2.0,883.0,101.0,0.0,217.34991633765333
P01,1,experiment_3,trial_009,2.0,t,t,False,on_time,1780566535184.0,1780566535534.0,1780566536201.0,1780566536286.0,1017.0,667.0,350.0,85.0,0.0,221.935487042217
P01,1,experiment_3,trial_009,3.0,a,e,True,late,1780566536534.0,1780566536600.0,1780566537119.0,1780566537185.0,585.0,519.0,66.0,66.0,248.0,640.1633864162075
P01,1,experiment_3,trial_009,4.0,r,r,False,on_time,1780566538168.0,1780566538451.0,1780566538953.0,1780566539053.0,785.0,502.0,283.0,100.0,0.0,136.4301939304269
P01,1,experiment_3,trial_009,5.0,e,e,False,on_time,,1780566539068.0,1780566539554.0,1780566539634.0,,486.0,,80.0,0.0,272.6294355717378
P01,1,experiment_3,trial_010,1.0,s,s,False,on_time,1780566540951.0,1780566541137.0,1780566541953.0,1780566542069.0,1002.0,816.0,186.0,116.0,0.0,147.39821741223506
P01,1,experiment_3,trial_010,2.0,l,l,False,on_time,,1780566542083.0,1780566542618.0,1780566542688.0,,535.0,,70.0,0.0,265.52654293508135
P01,1,experiment_3,trial_010,3.0,a,a,False,on_time,1780566543002.0,1780566543235.0,1780566543701.0,1780566543787.0,699.0,466.0,233.0,86.0,0.0,159.57695714448943
P01,1,experiment_3,trial_010,4.0,t,t,False,on_time,1780566545002.0,1780566545069.0,1780566545770.0,1780566545935.0,768.0,701.0,67.0,165.0,0.0,61.02953086264347
P01,1,experiment_3,trial_010,5.0,e,e,False,on_time,1780566546002.0,1780566546352.0,1780566546869.0,1780566546986.0,867.0,517.0,350.0,117.0,0.0,292.001433578058
P01,1,experiment_4,trial_001,1.0,a,a,False,on_time,1780566551401.0,1780566551687.0,1780566552003.0,1780566552087.0,602.0,316.0,286.0,84.0,0.0,177.0382158931008
P01,1,experiment_4,trial_001,2.0,l,l,False,on_time,1780566552585.0,1780566553118.0,1780566553304.0,1780566553404.0,719.0,186.0,533.0,100.0,0.0,249.88457353194798
P01,1,experiment_4,trial_001,3.0,e,e,False,on_time,1780566553652.0,1780566553901.0,1780566554001.0,1780566554069.0,349.0,100.0,249.0,68.0,0.0,272.34870536219427
P01,1,experiment_4,trial_001,4.0,r,r,False,on_time,1780566555519.0,1780566555585.0,1780566555755.0,1780566555835.0,236.0,170.0,66.0,80.0,0.0,280.70212718138373
P01,1,experiment_4,trial_001,5.0,t,t,False,on_time,1780566556372.0,1780566556519.0,1780566556822.0,1780566556902.0,450.0,303.0,147.0,80.0,0.0,171.97716104799488
P01,1,experiment_4,trial_002,1.0,l,l,False,on_time,1780566559786.0,1780566560057.0,1780566560369.0,1780566560453.0,583.0,312.0,271.0,84.0,0.0,239.12588098013455
P01,1,experiment_4,trial_002,2.0,e,e,False,on_time,1780566560652.0,1780566561819.0,1780566561853.0,1780566561936.0,1201.0,34.0,1167.0,83.0,0.0,127.77643507928391
P01,1,experiment_4,trial_002,3.0,a,e,True,on_time,,,1780566562920.0,1780566562987.0,,,,67.0,0.0,335.26128942846503
P01,1,experiment_4,trial_002,4.0,r,r,False,on_time,1780566564186.0,1780566564619.0,1780566565286.0,1780566565387.0,1100.0,667.0,433.0,101.0,0.0,205.79846880837394
P01,1,experiment_4,trial_002,5.0,n,n,False,late,1780566565753.0,1780566565819.0,1780566566989.0,1780566567070.0,1236.0,1170.0,66.0,81.0,67.0,370.47666460573265
P01,1,experiment_4,trial_003,1.0,a,a,False,on_time,1780566569535.0,1780566569602.0,1780566570269.0,1780566570338.0,734.0,667.0,67.0,69.0,0.0,190.0385003627088
P01,1,experiment_4,trial_003,2.0,l,l,False,on_time,,1780566570703.0,1780566571488.0,1780566571570.0,,785.0,,82.0,0.0,261.40002030523834
P01,1,experiment_4,trial_003,3.0,o,r,True,early,1780566572020.0,1780566572086.0,1780566573222.0,1780566573305.0,1202.0,1136.0,66.0,83.0,-132.0,305.47020444213786
P01,1,experiment_4,trial_003,4.0,n,n,False,on_time,1780566574087.0,1780566574387.0,1780566575087.0,1780566575187.0,1000.0,700.0,300.0,100.0,0.0,296.6981726091324
